model_id,model_type,dataset_type,station,file_path,base_path,test_rmse,model_size_mb
lgbm_separate_norm_Nomorlization_士林_C0AI40_combined_windows,lgbm,separate,norm_Nomorlization_士林_C0AI40_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_士林_C0AI40_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_士林_C0AI40_combined_windows,0.196979901100295,35.12
lgbm_separate_norm_Nomorlization_大同_C0AI30_combined_windows,lgbm,separate,norm_Nomorlization_大同_C0AI30_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大同_C0AI30_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大同_C0AI30_combined_windows,0.168347634291288,41.02
lgbm_separate_norm_Nomorlization_大里_C0F9N0_combined_windows,lgbm,separate,norm_Nomorlization_大里_C0F9N0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大里_C0F9N0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大里_C0F9N0_combined_windows,0.0780748813819964,36.07
lgbm_separate_norm_Nomorlization_大園_C0C590_combined_windows,lgbm,separate,norm_Nomorlization_大園_C0C590_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大園_C0C590_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大園_C0C590_combined_windows,0.15090063542429,35.5
lgbm_separate_norm_Nomorlization_大寮_C0V450_combined_windows,lgbm,separate,norm_Nomorlization_大寮_C0V450_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大寮_C0V450_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_大寮_C0V450_combined_windows,0.0818514530267177,37.11
lgbm_separate_norm_Nomorlization_小港_C0V450_combined_windows,lgbm,separate,norm_Nomorlization_小港_C0V450_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_小港_C0V450_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_小港_C0V450_combined_windows,0.0875937525320981,37.33
lgbm_separate_norm_Nomorlization_中山_C0AH70_combined_windows,lgbm,separate,norm_Nomorlization_中山_C0AH70_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_中山_C0AH70_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_中山_C0AH70_combined_windows,0.179710705278238,37.43
lgbm_separate_norm_Nomorlization_中壢_A2C560_combined_windows,lgbm,separate,norm_Nomorlization_中壢_A2C560_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_中壢_A2C560_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_中壢_A2C560_combined_windows,0.170955099635463,37.01
lgbm_separate_norm_Nomorlization_仁武_C0V680_combined_windows,lgbm,separate,norm_Nomorlization_仁武_C0V680_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_仁武_C0V680_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_仁武_C0V680_combined_windows,0.0665013097294164,37
lgbm_separate_norm_Nomorlization_斗六_C0K400_combined_windows,lgbm,separate,norm_Nomorlization_斗六_C0K400_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_斗六_C0K400_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_斗六_C0K400_combined_windows,0.0604057600082945,35.49
lgbm_separate_norm_Nomorlization_冬山_C0U910_combined_windows,lgbm,separate,norm_Nomorlization_冬山_C0U910_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_冬山_C0U910_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_冬山_C0U910_combined_windows,0.138203906248953,32.64
lgbm_separate_norm_Nomorlization_古亭_C0AH10_combined_windows,lgbm,separate,norm_Nomorlization_古亭_C0AH10_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_古亭_C0AH10_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_古亭_C0AH10_combined_windows,0.16849498680372,34.8
lgbm_separate_norm_Nomorlization_左營_C0V810_combined_windows,lgbm,separate,norm_Nomorlization_左營_C0V810_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_左營_C0V810_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_左營_C0V810_combined_windows,0.0662278931905884,36.27
lgbm_separate_norm_Nomorlization_平鎮_A2C560_combined_windows,lgbm,separate,norm_Nomorlization_平鎮_A2C560_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_平鎮_A2C560_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_平鎮_A2C560_combined_windows,0.132700393528274,34.25
lgbm_separate_norm_Nomorlization_永和_C0AH10_combined_windows,lgbm,separate,norm_Nomorlization_永和_C0AH10_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_永和_C0AH10_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_永和_C0AH10_combined_windows,0.179043294657565,37.44
lgbm_separate_norm_Nomorlization_安南_467420_combined_windows,lgbm,separate,norm_Nomorlization_安南_467420_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_安南_467420_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_安南_467420_combined_windows,0.0605882279776209,34.28
lgbm_separate_norm_Nomorlization_朴子_C0M650_combined_windows,lgbm,separate,norm_Nomorlization_朴子_C0M650_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_朴子_C0M650_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_朴子_C0M650_combined_windows,0.0707403777494603,34.42
lgbm_separate_norm_Nomorlization_汐止_C0AH00_combined_windows,lgbm,separate,norm_Nomorlization_汐止_C0AH00_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_汐止_C0AH00_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_汐止_C0AH00_combined_windows,0.162888088365832,35.92
lgbm_separate_norm_Nomorlization_竹山_U2HA50_combined_windows,lgbm,separate,norm_Nomorlization_竹山_U2HA50_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_竹山_U2HA50_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_竹山_U2HA50_combined_windows,0.0538329644126883,32.88
lgbm_separate_norm_Nomorlization_竹東_C0D560_combined_windows,lgbm,separate,norm_Nomorlization_竹東_C0D560_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_竹東_C0D560_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_竹東_C0D560_combined_windows,0.114270437471772,33.38
lgbm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows,lgbm,separate,norm_Nomorlization_西屯_C0F9T0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows,0.0864745841309288,35.9
lgbm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows,lgbm,separate,norm_Nomorlization_沙鹿_C0F9X0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows,0.0867858120481737,35.13
lgbm_separate_norm_Nomorlization_宜蘭_467080_combined_windows,lgbm,separate,norm_Nomorlization_宜蘭_467080_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_宜蘭_467080_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_宜蘭_467080_combined_windows,0.139878017334411,30.11
lgbm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows,lgbm,separate,norm_Nomorlization_忠明_C0F9U0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows,0.10346101964854,35.26
lgbm_separate_norm_Nomorlization_松山_C0AC70_combined_windows,lgbm,separate,norm_Nomorlization_松山_C0AC70_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_松山_C0AC70_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_松山_C0AC70_combined_windows,0.157745068662443,35.32
lgbm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows,lgbm,separate,norm_Nomorlization_板橋_C0ACA0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows,0.185282511134133,35.63
lgbm_separate_norm_Nomorlization_林口_C0AH50_combined_windows,lgbm,separate,norm_Nomorlization_林口_C0AH50_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_林口_C0AH50_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_林口_C0AH50_combined_windows,0.189898544298293,35.13
lgbm_separate_norm_Nomorlization_林園_C0R640_combined_windows,lgbm,separate,norm_Nomorlization_林園_C0R640_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_林園_C0R640_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_林園_C0R640_combined_windows,0.077702792712726,36.62
lgbm_separate_norm_Nomorlization_花蓮_466990_combined_windows,lgbm,separate,norm_Nomorlization_花蓮_466990_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_花蓮_466990_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_花蓮_466990_combined_windows,0.118084041844232,30.39
lgbm_separate_norm_Nomorlization_金門_C0W150_combined_windows,lgbm,separate,norm_Nomorlization_金門_C0W150_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_金門_C0W150_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_金門_C0W150_combined_windows,0.105622499339606,35.42
lgbm_separate_norm_Nomorlization_前金_C0V690_combined_windows,lgbm,separate,norm_Nomorlization_前金_C0V690_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_前金_C0V690_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_前金_C0V690_combined_windows,0.0710328446385114,35.87
lgbm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows,lgbm,separate,norm_Nomorlization_前鎮_C0V490_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows,0.070306583417746,37.72
lgbm_separate_norm_Nomorlization_南投_C0I460_combined_windows,lgbm,separate,norm_Nomorlization_南投_C0I460_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_南投_C0I460_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_南投_C0I460_combined_windows,0.0635517858979483,35.28
lgbm_separate_norm_Nomorlization_屏東_C0R570_combined_windows,lgbm,separate,norm_Nomorlization_屏東_C0R570_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_屏東_C0R570_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_屏東_C0R570_combined_windows,0.0657858126423832,34.93
lgbm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows,lgbm,separate,norm_Nomorlization_恆春_B2Q810_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows,0.129894762339499,24.29
lgbm_separate_norm_Nomorlization_美濃_72V140_combined_windows,lgbm,separate,norm_Nomorlization_美濃_72V140_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_美濃_72V140_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_美濃_72V140_combined_windows,0.0686202615795832,31.44
lgbm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows,lgbm,separate,norm_Nomorlization_苗栗_C0E750_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows,0.0905544247336053,33.9
lgbm_separate_norm_Nomorlization_埔里_C0H890_combined_windows,lgbm,separate,norm_Nomorlization_埔里_C0H890_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_埔里_C0H890_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_埔里_C0H890_combined_windows,0.0612761207426026,32.39
lgbm_separate_norm_Nomorlization_桃園_C0C480_combined_windows,lgbm,separate,norm_Nomorlization_桃園_C0C480_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_桃園_C0C480_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_桃園_C0C480_combined_windows,0.144611737385284,34.99
lgbm_separate_norm_Nomorlization_馬公_467350_combined_windows,lgbm,separate,norm_Nomorlization_馬公_467350_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_馬公_467350_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_馬公_467350_combined_windows,0.104716977824518,27.63
lgbm_separate_norm_Nomorlization_馬祖_467990_combined_windows,lgbm,separate,norm_Nomorlization_馬祖_467990_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_馬祖_467990_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_馬祖_467990_combined_windows,0.10039169107432,31.1
lgbm_separate_norm_Nomorlization_基隆_466940_combined_windows,lgbm,separate,norm_Nomorlization_基隆_466940_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_基隆_466940_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_norm_Nomorlization_基隆_466940_combined_windows,0.203680637554239,32.58
lgbm_separate_二林_C0G730_combined_windows,lgbm,separate,二林_C0G730_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_二林_C0G730_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_二林_C0G730_combined_windows,3.06570571131368,36.41
lgbm_separate_三重_C0AI30_combined_windows,lgbm,separate,三重_C0AI30_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_三重_C0AI30_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_三重_C0AI30_combined_windows,3.73235891716431,41.21
lgbm_separate_三義_C0F9Q0_combined_windows,lgbm,separate,三義_C0F9Q0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_三義_C0F9Q0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_三義_C0F9Q0_combined_windows,2.16788997082858,33.74
lgbm_separate_土城_C0AD40_combined_windows,lgbm,separate,土城_C0AD40_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_土城_C0AD40_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_土城_C0AD40_combined_windows,2.77581853580424,36.27
lgbm_separate_士林_C0AI40_combined_windows,lgbm,separate,士林_C0AI40_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_士林_C0AI40_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_士林_C0AI40_combined_windows,2.99280073187656,35.45
lgbm_separate_大同_C0AI30_combined_windows,lgbm,separate,大同_C0AI30_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大同_C0AI30_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大同_C0AI30_combined_windows,3.14180882805365,41.7
lgbm_separate_大里_C0F9N0_combined_windows,lgbm,separate,大里_C0F9N0_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大里_C0F9N0_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大里_C0F9N0_combined_windows,2.46886815996715,37.6
lgbm_separate_大園_C0C590_combined_windows,lgbm,separate,大園_C0C590_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大園_C0C590_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大園_C0C590_combined_windows,2.86548470235699,35.79
lgbm_separate_大寮_C0V450_combined_windows,lgbm,separate,大寮_C0V450_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大寮_C0V450_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_大寮_C0V450_combined_windows,3.46910722117894,37.97
lgbm_separate_小港_C0V450_combined_windows,lgbm,separate,小港_C0V450_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_小港_C0V450_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_小港_C0V450_combined_windows,3.3165736599446,38.35
lgbm_separate_中山_C0AH70_combined_windows,lgbm,separate,中山_C0AH70_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_中山_C0AH70_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_中山_C0AH70_combined_windows,3.35833500739655,37.43
lgbm_separate_中壢_A2C560_combined_windows,lgbm,separate,中壢_A2C560_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_中壢_A2C560_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_中壢_A2C560_combined_windows,3.39847002768321,38.1
lgbm_separate_仁武_C0V680_combined_windows,lgbm,separate,仁武_C0V680_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_仁武_C0V680_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_仁武_C0V680_combined_windows,3.00462323005579,38.55
lgbm_separate_斗六_C0K400_combined_windows,lgbm,separate,斗六_C0K400_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_斗六_C0K400_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_斗六_C0K400_combined_windows,2.6247120347225,36.91
lgbm_separate_冬山_C0U910_combined_windows,lgbm,separate,冬山_C0U910_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_冬山_C0U910_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_冬山_C0U910_combined_windows,2.09157209246306,33.35
lgbm_separate_古亭_C0AH10_combined_windows,lgbm,separate,古亭_C0AH10_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_古亭_C0AH10_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_古亭_C0AH10_combined_windows,2.94036150969664,35.19
lgbm_separate_左營_C0V810_combined_windows,lgbm,separate,左營_C0V810_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_左營_C0V810_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_左營_C0V810_combined_windows,3.05022622841595,37.54
lgbm_separate_平鎮_A2C560_combined_windows,lgbm,separate,平鎮_A2C560_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_平鎮_A2C560_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_平鎮_A2C560_combined_windows,2.72748657440327,34.45
lgbm_separate_永和_C0AH10_combined_windows,lgbm,separate,永和_C0AH10_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_永和_C0AH10_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_永和_C0AH10_combined_windows,3.02810155094543,37.55
lgbm_separate_安南_467420_combined_windows,lgbm,separate,安南_467420_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_安南_467420_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_安南_467420_combined_windows,2.61682787499964,35.86
lgbm_separate_朴子_C0M650_combined_windows,lgbm,separate,朴子_C0M650_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_朴子_C0M650_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_朴子_C0M650_combined_windows,2.80388203932935,35.94
lgbm_separate_汐止_C0AH00_combined_windows,lgbm,separate,汐止_C0AH00_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_汐止_C0AH00_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_汐止_C0AH00_combined_windows,2.96216424863478,36.24
lgbm_separate_竹山_U2HA50_combined_windows,lgbm,separate,竹山_U2HA50_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_竹山_U2HA50_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_竹山_U2HA50_combined_windows,2.38323235086839,34.55
lgbm_separate_竹東_C0D560_combined_windows,lgbm,separate,竹東_C0D560_combined_windows,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_竹東_C0D560_combined_windows_complete.rds,D:\pythonWork\R_datascience\final\Train_R_new\Train_R\model_outputs\models\lgbm_separate_竹東_C0D560_combined_windows,2.15681755532568,33.96
